time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.moe_gate.min,time_stats.moe_gate.max,time_stats.moe_gate.mean,time_stats.moe_gate.median,time_stats.moe_gate.std,time_stats.moe_linear.min,time_stats.moe_linear.max,time_stats.moe_linear.mean,time_stats.moe_linear.median,time_stats.moe_linear.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,num_experts,top_k,num_tokens,num_tensor_parallel_workers
0.159,0.162,0.16071428571428573,0.161,0.0008806305718527118,0.081,0.082,0.08125,0.081,0.00043301270189221973,0.301,0.303,0.30169999999999997,0.302,0.0007141428428542855,0.021,0.022,0.021800000000000003,0.022,0.000399999999999999,0.245,0.246,0.2455,0.2455,0.0005000000000000004,0.093,0.093,0.093,0.093,0.0,0.043000000000000003,0.044,0.04345,0.043000000000000003,0.000497493718553307,0.331,0.336,0.33399999999999996,0.334,0.0010488088481701524,0.028,0.029,0.02815,0.028,0.0003570714214271428,64,4,4096,1536,151936,128,8,3776,4
0.159,0.162,0.16057142857142856,0.161,0.0008491692619108106,0.08,0.081,0.08005000000000002,0.08,0.00021794494717703385,0.304,0.305,0.3045,0.3045,0.0005000000000000004,0.021,0.021,0.021000000000000005,0.021,3.469446951953614e-18,0.245,0.247,0.24560000000000004,0.246,0.0005830951894845307,0.09,0.092,0.09090000000000001,0.091,0.00043588989435406776,0.043000000000000003,0.044,0.04345,0.043000000000000003,0.000497493718553307,0.336,0.341,0.3384000000000001,0.3385,0.0012000000000000012,0.027,0.028,0.027850000000000003,0.028,0.00035707142142714284,64,4,4096,1536,151936,128,8,3744,4
0.157,0.162,0.15942857142857142,0.16,0.0010942024088643873,0.078,0.079,0.0784,0.078,0.0004898979485566361,0.3,0.302,0.3008,0.301,0.0006782329983125273,0.021,0.022,0.021050000000000006,0.021,0.0002179449471770331,0.226,0.228,0.22669999999999998,0.227,0.0007141428428542856,0.09,0.091,0.09025000000000001,0.09,0.0004330127018922197,0.043000000000000003,0.044,0.043100000000000006,0.043000000000000003,0.0002999999999999982,0.322,0.327,0.32470000000000004,0.325,0.001268857754044953,0.027,0.028,0.027250000000000003,0.027,0.00043301270189221973,64,4,4096,1536,151936,128,8,3712,4
0.156,0.16,0.15785714285714286,0.158,0.0007737179432986635,0.077,0.078,0.0779,0.078,0.00030000000000000024,0.3,0.302,0.30085,0.301,0.0006538348415311016,0.021,0.021,0.021000000000000005,0.021,3.469446951953614e-18,0.226,0.228,0.22665000000000002,0.227,0.0006538348415311016,0.09,0.091,0.09010000000000001,0.09,0.00030000000000000024,0.043000000000000003,0.044,0.04340000000000001,0.043000000000000003,0.0004898979485566326,0.331,0.336,0.33355,0.334,0.0011169153951844349,0.027,0.028,0.0273,0.027,0.0004582575694955844,64,4,4096,1536,151936,128,8,3680,4
0.155,0.159,0.15661904761904763,0.156,0.0008984743935292011,0.077,0.078,0.0775,0.0775,0.0005000000000000004,0.301,0.303,0.30215,0.302,0.0006538348415311016,0.021,0.021,0.021000000000000005,0.021,3.469446951953614e-18,0.227,0.229,0.22780000000000006,0.228,0.0006782329983125274,0.089,0.091,0.09015000000000001,0.09,0.00047696960070847325,0.043000000000000003,0.044,0.04315000000000001,0.043000000000000003,0.0003570714214271404,0.322,0.326,0.3234,0.323,0.0010677078252031322,0.027,0.028,0.027200000000000002,0.027,0.00040000000000000034,64,4,4096,1536,151936,128,8,3648,4
0.155,0.157,0.1558571428571429,0.156,0.0008329931278350436,0.076,0.077,0.07610000000000001,0.076,0.00030000000000000024,0.301,0.303,0.30165000000000003,0.302,0.0006538348415311016,0.021,0.021,0.021000000000000005,0.021,3.469446951953614e-18,0.227,0.228,0.22745,0.227,0.0004974937185533104,0.089,0.09,0.08924999999999998,0.089,0.0004330127018922197,0.043000000000000003,0.044,0.04360000000000001,0.044,0.0004898979485566326,0.327,0.331,0.32925000000000004,0.3295,0.0009937303457175904,0.026000000000000002,0.027,0.026900000000000007,0.027,0.0002999999999999992,64,4,4096,1536,151936,128,8,3616,4
0.151,0.155,0.15304761904761907,0.153,0.0011328930717495551,0.074,0.075,0.0749,0.075,0.00030000000000000024,0.297,0.299,0.29835,0.298,0.0006538348415311016,0.02,0.021,0.020550000000000006,0.021,0.0004974937185533105,0.224,0.225,0.22465000000000002,0.225,0.0004769696007084732,0.08600000000000001,0.088,0.08695,0.08700000000000001,0.00038405728739342886,0.042,0.043000000000000003,0.04265000000000001,0.043000000000000003,0.0004769696007084733,0.311,0.317,0.3135,0.313,0.0014662878298615193,0.026000000000000002,0.027,0.026200000000000008,0.026000000000000002,0.00039999999999999893,64,4,4096,1536,151936,128,8,3584,4
0.152,0.156,0.15347619047619046,0.153,0.0008518354199999207,0.074,0.075,0.0747,0.075,0.0004582575694955844,0.298,0.299,0.29855,0.299,0.0004974937185533104,0.02,0.021,0.020950000000000003,0.021,0.00021794494717703385,0.224,0.226,0.22504999999999997,0.225,0.0005894913061275804,0.088,0.089,0.08835000000000001,0.088,0.00047696960070847325,0.043000000000000003,0.043000000000000003,0.04300000000000001,0.043000000000000003,6.938893903907228e-18,0.324,0.327,0.3257,0.326,0.0012688577540449532,0.026000000000000002,0.027,0.02695000000000001,0.027,0.00021794494717703315,64,4,4096,1536,151936,128,8,3552,4
0.15,0.153,0.15109523809523806,0.151,0.0008109231602822103,0.07200000000000001,0.073,0.07285,0.073,0.0003570714214271379,0.3,0.303,0.3012,0.301,0.0006782329983125273,0.02,0.02,0.020000000000000004,0.02,3.469446951953614e-18,0.226,0.228,0.22744999999999999,0.2275,0.0005894913061275802,0.08600000000000001,0.08700000000000001,0.08654999999999999,0.08700000000000001,0.0004974937185533104,0.043000000000000003,0.043000000000000003,0.04300000000000001,0.043000000000000003,6.938893903907228e-18,0.312,0.317,0.31475,0.315,0.001336974195712095,0.026000000000000002,0.027,0.026400000000000007,0.026000000000000002,0.0004898979485566343,64,4,4096,1536,151936,128,8,3520,4
0.149,0.154,0.15057142857142855,0.151,0.0010942024088643873,0.07200000000000001,0.073,0.07210000000000001,0.07200000000000001,0.00029999999999999607,0.3,0.302,0.30119999999999997,0.301,0.0007483314773547889,0.02,0.02,0.020000000000000004,0.02,3.469446951953614e-18,0.227,0.228,0.22755,0.228,0.0004974937185533104,0.08600000000000001,0.08700000000000001,0.08620000000000001,0.08600000000000001,0.0004000000000000003,0.043000000000000003,0.044,0.04305000000000001,0.043000000000000003,0.00021794494717703236,0.317,0.32,0.3188,0.319,0.0009273618495495712,0.025,0.027,0.025800000000000007,0.026000000000000002,0.0005099019513592786,64,4,4096,1536,151936,128,8,3488,4
0.145,0.151,0.1480952380952381,0.148,0.001508855192167131,0.07,0.07100000000000001,0.07065,0.07100000000000001,0.00047696960070847314,0.299,0.302,0.30055,0.301,0.0006689544080129832,0.02,0.02,0.020000000000000004,0.02,3.469446951953614e-18,0.226,0.227,0.22660000000000005,0.227,0.000489897948556636,0.085,0.08600000000000001,0.0855,0.0855,0.0005000000000000004,0.043000000000000003,0.043000000000000003,0.04300000000000001,0.043000000000000003,6.938893903907228e-18,0.295,0.299,0.29769999999999996,0.298,0.001100000000000001,0.025,0.026000000000000002,0.025350000000000004,0.025,0.00047696960070847314,64,4,4096,1536,151936,128,8,3456,4
0.146,0.148,0.14666666666666664,0.147,0.0006424160744396216,0.069,0.07,0.06975,0.07,0.00043301270189221973,0.3,0.301,0.30065,0.301,0.0004769696007084733,0.019,0.02,0.019950000000000002,0.02,0.00021794494717703385,0.226,0.227,0.22655000000000003,0.227,0.0004974937185533104,0.083,0.084,0.0834,0.083,0.0004898979485566361,0.043000000000000003,0.043000000000000003,0.04300000000000001,0.043000000000000003,6.938893903907228e-18,0.31,0.314,0.31225,0.312,0.0009937303457175906,0.025,0.026000000000000002,0.025400000000000006,0.025,0.000489897948556636,64,4,4096,1536,151936,128,8,3424,4
0.14300000000000002,0.147,0.1458095238095238,0.146,0.0011799534946060745,0.068,0.069,0.06825,0.068,0.0004330127018922198,0.3,0.303,0.30155000000000004,0.302,0.0006689544080129831,0.019,0.02,0.019800000000000005,0.02,0.0004000000000000003,0.226,0.228,0.2274,0.227,0.0005830951894845306,0.083,0.083,0.08299999999999999,0.083,1.3877787807814457e-17,0.043000000000000003,0.043000000000000003,0.04300000000000001,0.043000000000000003,6.938893903907228e-18,0.304,0.308,0.30529999999999996,0.305,0.0010535653752852749,0.025,0.026000000000000002,0.025150000000000006,0.025,0.0003570714214271428,64,4,4096,1536,151936,128,8,3392,4
0.14200000000000002,0.146,0.1441904761904762,0.14400000000000002,0.0010962728031639257,0.068,0.068,0.06800000000000002,0.068,1.3877787807814457e-17,0.3,0.302,0.30144999999999994,0.3015,0.0005894913061275802,0.019,0.02,0.019350000000000003,0.019,0.0004769696007084732,0.226,0.228,0.22740000000000005,0.227,0.0005830951894845306,0.082,0.083,0.08245,0.082,0.0004974937185533104,0.043000000000000003,0.043000000000000003,0.04300000000000001,0.043000000000000003,6.938893903907228e-18,0.307,0.309,0.30795,0.308,0.0005894913061275802,0.025,0.026000000000000002,0.025050000000000006,0.025,0.00021794494717703388,64,4,4096,1536,151936,128,8,3360,4
0.14,0.145,0.14200000000000004,0.14200000000000002,0.0014142135623730935,0.067,0.068,0.06709999999999999,0.067,0.00030000000000000024,0.225,0.298,0.24745,0.226,0.03298859651455332,0.019,0.019,0.019000000000000003,0.019,3.469446951953614e-18,0.20600000000000002,0.20800000000000002,0.20659999999999998,0.20650000000000002,0.0006633249580710806,0.082,0.083,0.08215000000000001,0.082,0.00035707142142714273,0.042,0.043000000000000003,0.04270000000000001,0.043000000000000003,0.00045825756949558437,0.28400000000000003,0.28800000000000003,0.28574999999999995,0.28600000000000003,0.0010428326807307114,0.024,0.025,0.024400000000000005,0.024,0.000489897948556636,64,4,4096,1536,151936,128,8,3328,4
0.14,0.14400000000000002,0.14200000000000002,0.14200000000000002,0.001023532631438319,0.066,0.067,0.06605000000000001,0.066,0.00021794494717703385,0.225,0.228,0.22605,0.226,0.0007399324293474376,0.019,0.02,0.019100000000000002,0.019,0.00030000000000000024,0.20600000000000002,0.20800000000000002,0.20745000000000005,0.20750000000000002,0.0005894913061275804,0.082,0.084,0.08305000000000001,0.083,0.0004974937185533105,0.042,0.043000000000000003,0.04285000000000001,0.043000000000000003,0.00035707142142714284,0.303,0.306,0.3046,0.305,0.0010677078252031322,0.024,0.025,0.024200000000000006,0.024,0.0004000000000000003,64,4,4096,1536,151936,128,8,3296,4
0.138,0.14100000000000001,0.139952380952381,0.14,0.0007853534524986026,0.065,0.066,0.06509999999999999,0.065,0.00030000000000000024,0.228,0.302,0.23285,0.229,0.01588796714498113,0.019,0.019,0.019000000000000003,0.019,3.469446951953614e-18,0.209,0.21,0.20955,0.21,0.0004974937185533104,0.079,0.08,0.0794,0.079,0.0004898979485566361,0.043000000000000003,0.044,0.04305000000000001,0.043000000000000003,0.00021794494717703236,0.29,0.294,0.29205,0.292,0.0012031209415515976,0.024,0.025,0.024350000000000004,0.024,0.0004769696007084732,64,4,4096,1536,151936,128,8,3264,4
